ID,Name,Critic_Score,Critic_Count,User_Score,User_Count,Developer,Rating
5861,Aggressive Inline,85,20,7.7,7,"Z-Axis, Ltd.",T
5862,Insecticide,55,23,7,5,Creat Studios,E10+
5863,XGRA: Extreme G Racing Association,68,23,8.6,8,Acclaim Studios Cheltenham,T
5864,Mario vs. Donkey Kong: Tipping Stars,70,15,7.5,48,"Nintendo, Nintendo Software Technology",E
5865,Tournament of Legends,45,38,6.9,11,High Voltage Software,T
5866,Escape from Bug Island,37,13,5,25,Spike,M
5867,Gradius Collection,76,44,8.5,4,M2,E
5868,Fist of the North Star: Ken's Rage 2,55,18,7.1,20,Koei,M
5869,Gallop Racer 2004,70,15,8.7,12,Tecmo,E
5870,Mobile Suit Gundam Seed: Never Ending Tomorrow,45,16,7.8,10,Bec,T
5871,F1 2001,83,11,5.5,8,EA Sports,E
5872,Crimson Gem Saga,78,20,7.5,30,"IronNos Co.,Ltd.",T
5873,Monster Tale,79,15,8,15,DreamRift,E
5874,Legend of the Dragon,37,14,4.8,5,Neko Entertainment,T
5875,Cel Damage,67,12,6.8,11,Pseudo Interactive,T
5876,Mirror's Edge Catalyst,74,24,4.4,606,EA DICE,T
5877,Arc the Lad: End of Darkness,59,24,4.2,10,Cattle Call,T
5878,Tom Clancy's Splinter Cell: Pandora Tomorrow,68,19,6.2,6,Ubisoft,T
5879,Tokobot,72,30,7.3,8,Tecmo,E
5880,Land of the Dead: Road to Fiddler's Green,32,9,5.8,10,Brainbox Games,M
5881,Assetto Corsa,73,35,6.2,70,Kunos Simulazioni,E
5882,NHL 2K9,65,11,5.4,19,Visual Concepts,E10+
5883,"Warhammer 40,000: Squad Command",57,21,7.9,16,THQ,T
5884,One Piece: Burning Blood,60,10,5.8,12,Spike Chunsoft,T
5885,TrackMania Turbo,76,12,7.7,27,Nadeo,E
5886,Zero Escape: Zero Time Dilemma,83,31,8.3,116,"Spike Chunsoft, Chime",M
5887,Bionicle Heroes,72,11,6.4,15,Amaze Entertainment,T
5888,Mystic Heroes,67,7,8.6,14,Koei,T
5889,Jurassic Park III: Park Builder,65,5,8,5,Konami,E
5890,Unchained Blades ,61,8,7.5,15,FuRyu,T
5891,Showtime Championship Boxing,35,7,4.7,10,Nikitova Games,E10+
5892,Bomberman Land,55,14,7.8,4,Racjin,E
5893,Steins;Gate,83,8,8.7,51,Nitro+,M
5894,Nights of Azure,67,40,7.6,71,Gust,T
5895,Age of Empires Online,70,44,5.6,186,Gas Powered Games,E10+
5896,Earth Defense Force 2017 Portable,68,36,7.9,31,Sandlot,T
5897,Atelier Iris 2: The Azoth Of Destiny,68,34,7.8,14,Gust,E10+
5898,From The Abyss,59,9,8,5,Sonic Powered,E
5899,The LEGO Movie Videogame,68,7,6.8,33,TT Games,E10+
5900,DuckTales: Remastered,76,10,7.9,100,WayForward,E
5901,Giants: Citizen Kabuto,79,15,6.9,8,Digital Mayhem,T
5902,MX vs. ATV Supercross,48,10,4.8,14,Nordic Games Publishing,E
5903,Grand Kingdom,76,11,8.8,33,Spike Chunsoft,T
5904,LEGO Batman: The Videogame,80,15,7.8,61,Traveller's Tales,E10+
5905,Alone in the Dark,47,10,5.4,24,Hydravision,M
5906,Muppets Party Cruise,61,11,8,6,Mass Media,E
5907,Earth Defense Force 4.1: The Shadow of New Despair,64,40,7.9,51,Sandlot,M
5908,Cold Fear,71,41,7.6,20,Darkworks,M
5909,The Technomancer,60,38,6.7,116,Spiders,M
5910,Theme Park,72,15,7.6,14,EA Japan Studio,E
5911,Call of Cthulhu: Dark Corners of the Earth,77,51,8.1,37,Headfirst Productions,M
5912,Blur,81,24,7.4,177,Bizarre Creations,E10+
5913,The Next BIG Thing,75,30,7.9,35,Pendulo Studios,E10+
5914,Alien Syndrome,48,24,7.1,23,Totally Games,T
5915,Vexx,71,22,7.3,6,Acclaim,T
5916,Secret Files: Tunguska,65,12,7.6,8,"10tacle Studios, Fusionsphere Systems",T
5917,Unreal Tournament III,83,41,8,523,Epic Games,M
5918,Disney Sports Skateboarding,36,7,4.7,6,KCEO,E
5919,Terminator 3: The Redemption,66,38,8.6,5,Paradigm Entertainment,T
5920,Arkanoid DS,61,29,7,5,Taito Corporation,E
5921,Call of Duty 2,86,64,8.4,626,Infinity Ward,T
5922,Big Bang Mini,78,39,8.2,26,Arkedo Studio,E
5923,Serious Sam II,72,34,6.7,11,Croteam,M
5924,Song of the Deep,66,12,6.9,20,Insomniac Games,E
5925,Dead Rising 2: Off the Record,66,10,5.3,54,Capcom Vancouver,M
5926,Flipnic: Ultimate Pinball,64,28,8.1,12,SCEI,E
5927,The Witcher,81,50,8.8,1116,CD Projekt Red Studio,M
5928,Coded Arms: Contagion,56,20,6.6,28,Creat Studios,T
5929,S.T.A.L.K.E.R.: Call of Pripyat,80,44,8.7,602,GSC Game World,M
5930,Create,54,7,6.8,9,EA Bright Light,E
5931,Commandos: Strike Force,58,26,8.5,11,Pyro Studios,T
5932,Mobile Suit Gundam: Gundam vs. Zeta Gundam,57,16,8.6,11,Capcom,T
5933,Guilty Gear X: Advance Edition,67,14,5.9,10,Arc System Works,T
5934,Warriors of the Lost Empire,52,6,7.4,12,Platinum Egg,T
5935,Devil's Third,43,54,6.5,283,Valhalla Game Studios,M
5936,Star Trek: Tactical Assault,63,15,7,10,Quicksilver Software,E
5937,Oddworld: Munch's Oddysee,44,15,2.5,4,Art,E
5938,Broken Sword: The Shadow of the Templars,80,17,7.8,10,Revolution Software,T
5939,Resident Evil - Code: Veronica X,62,16,8.5,32,Nex Entertainment,M
5940,Trapt,60,36,7.9,14,Paon Corporation,M
5941,Lord of Magna: Maiden Heaven,68,16,7.8,36,Marvelous Inc.,T
5942,Worms 3D,69,20,8.4,10,Team 17,T
5943,PoPoLoCrois,66,41,7.4,17,G-Artists,E
5944,Dragon Rage,50,9,6.4,9,3DO,T
5945,Theresia...,61,6,8,8,WorkJam,M
5946,Sacred 2: Fallen Angel,71,41,6.9,203,"Ascaron Entertainment GmbH, Ascaron Entertainment",M
5947,Adventure Time: The Secret of the Nameless Kingdom,58,5,7.5,4,WayForward,E10+
5948,Teenage Mutant Ninja Turtles 3: Mutant Nightmare,58,10,7,5,Konami,E
5949,Jumper: Griffin's Story,29,16,3.3,30,Red Tribe,T
5950,Tron 2.0: Killer App,69,36,4.3,4,Climax Group,T
5951,The Fast and the Furious,59,22,6.6,24,Eutechnyx,T
5952,Vampire Rain: Altered Species,30,15,3.5,36,Artoon,M
5953,The History Channel: Battle for the Pacific,35,11,6.1,21,Cauldron Ltd.,T
5954,Racing Gears Advance,83,17,8.9,9,"Orbital Media, Inc.",E
5955,Inversion,53,51,6.5,72,Saber Interactive,M
5956,Need for Speed: Shift,83,22,5.8,387,Slightly Mad Studios,E
5957,Mercury Meltdown,78,36,7.8,8,Ignition Entertainment,E
5958,Exist Archive: The Other Side of the Sky,71,8,8.3,12,Tri-Ace,T
5959,Zoo Tycoon 2,72,34,8.1,43,Blue Fang Games,E
5960,Brave: A Warrior's Tale,42,17,5,4,Collision Studios,E10+
5961,Fatal Frame,77,17,8.6,16,Tecmo,T
5962,Urban Chaos: Riot Response,73,35,7.8,24,Rocksteady Studios,M
5963,Tom Clancy's Ghost Recon: Advanced Warfighter,44,8,4.6,41,Ubisoft Shanghai,T
5964,Ivy the Kiwi?,74,30,7.2,12,Prope,E
5965,Resident Evil 2,59,15,8.5,31,Capcom,M
5966,Catwoman,45,33,4.6,5,EA Games,T
5967,Top Gun: Hard Lock,54,8,3.5,16,505 Games,T
5968,Warriors Orochi 2,44,28,8.1,15,Omega Force,T
5969,Mana Khemia: Alchemists of Al-Revis,69,20,7.5,41,Gust,E10+
5970,Street Fighter V,74,33,2.9,431,Capcom,T
5971,Zone of the Enders: The Fist of Mars,71,12,9,9,WinkySoft,E
5972,MX vs. ATV Supercross Encore,42,8,4.1,9,Rainbow Studios,E
5973,Gun Showdown,73,41,7.6,9,"Rebellion, Neversoft Entertainment",M
5974,Tiger Woods PGA Tour 08,81,10,7.6,8,Exient Entertainment,E
5975,Constantine,60,31,7.1,17,Bits Studios,M
5976,Tom Clancy's Splinter Cell: Double Agent,64,8,7.1,7,Ubisoft Montreal,M
5977,Samurai Shodown Anthology,74,6,8.2,5,SNK Playmore,T
5978,S.T.A.L.K.E.R.: Shadow of Chernobyl,82,44,8.4,1088,GSC Game World,M
5979,Nanostray,71,43,7.7,19,Shin'en,E
5980,Samurai Jack: The Shadow of Aku,59,21,8.4,10,Adrenium,T
5981,Tropico 5,71,4,7.2,9,Haemimont,T
5982,Rugby World Cup 2015,25,6,1.9,39,HB Studios Multimedia,E
5983,Lost Kingdoms II,68,25,9.1,14,From Software,T
5984,Aggressive Inline,88,16,7.8,5,"Z-Axis, Ltd.",T
5985,Viewtiful Joe: Red Hot Rumble,62,27,6.9,8,Clover Studio,T
5986,Blade Dancer: Lineage of Light,60,33,6.9,16,Hit Maker,E10+
5987,X-Men: Destiny,33,6,5.6,7,Silicon Knights,E10+
5988,The Sims 2: University,81,31,7.8,49,Maxis,T
5989,Generation of Chaos,60,29,7.7,18,Idea Factory,T
5990,Pump It Up: Exceed,73,28,8.4,11,Andamiro U.S.A. Corp.,T
5991,Tokyo Twilight Ghost Hunters,64,11,6.4,17,TOYBOX,T
5992,MotorStorm RC,78,39,6.8,123,Evolution Studios,E
5993,Harry Potter and the Sorcerer's Stone,65,11,7.8,76,KnowWonder,E
5994,Scurge: Hive,70,29,8.6,5,"Orbital Media, Inc.",E10+
5995,Remember Me,65,26,7.4,1007,DONTNOD Entertainment,M
5996,NBA Live 07,69,14,6.8,13,EA Sports,E
5997,Ride to Hell,19,14,1.3,433,"Eutechnyx, Deep Silver",M
5998,The Saboteur,76,20,8,236,Pandemic Studios,M
5999,Hail to the Chimp,52,23,6.1,7,Wideload Games Inc.,T
6000,Tom Clancy's Rainbow Six 3,68,25,8.2,5,Ubisoft Shanghai,M
6001,Rocket League,86,20,8.2,580,Psyonix,E
6002,V-Rally 3,82,10,7.4,14,Eden Studios,E
6003,Mirror's Edge,81,44,8.1,1026,EA DICE,T
6004,Titan Quest,77,51,8.1,387,Iron Lore Entertainment,T
6005,Amazing Island,59,22,6.6,7,Hitmaker,E
6006,Izuna 2: The Unemployed Ninja Returns,65,18,7.9,13,Ninja Studio,T
6007,Gothic 3,63,39,7.3,519,Piranha Bytes,T
6008,7 Days to Die,35,17,5.2,74,The Fun Pimps Entertainment LLC,M
6009,Alvin and the Chipmunks,30,4,3.6,20,Sensory Sweep,E
6010,Final Fight: Streetwise,43,36,6.2,11,Capcom,M
6011,Speed Kings,60,16,8.8,4,Climax Group,E
6012,Rebelstar: Tactical Command,78,29,9.1,10,Codo Games,E10+
6013,F1 2010,84,15,6.6,99,Codemasters Birmingham,E
6014,Gladiator: Sword of Vengeance,65,25,7.1,7,Acclaim Studios Manchester,M
6015,Bombastic,72,24,7.2,6,Shift,E
6016,Coraline,42,7,5.5,8,Papaya Studios,E10+
6017,Wing Commander: Prophecy,70,8,8.3,7,Raylight Studios,T
6018,Marc Ecko's Getting Up: Contents Under Pressure,69,39,7.2,31,Double Helix Games,M
6019,Sega Soccer Slam,80,15,8.5,10,Black Box,E
6020,Enemy Front,43,12,6,75,CI Games,M
6021,Front Mission Evolved,63,13,5.1,48,Double Helix Games,T
6022,Dynasty Warriors 5,66,22,8,4,Omega Force,T
6023,Murdered: Soul Suspect,59,22,7.4,379,Airtight Games,M
6024,Rez,78,34,8.3,28,UGA,E
6025,Neverland Card Battles,57,14,7.8,12,Idea Factory,T
6026,Lufia: The Ruins of Lore,76,12,8.3,8,Taito Corporation,E
6027,UEFA Euro 2004: Portugal,74,21,8.1,9,EA Canada,E
6028,Airline Tycoon 2,57,4,5.5,30,Kalypso,E
6029,Medabots: Infinity,51,6,8,7,Imagineer,E
6030,IL-2 Sturmovik: Cliffs of Dover,60,13,7.1,114,1C: Maddox Games,T
6031,NFL Blitz Pro,71,14,6.6,8,Midway,E
6032,Black Sigil: Blade of the Exiled,58,24,7.5,20,Studio Archcraft,E
6033,Death Jr. II: Root of Evil,68,34,7.3,9,Backbone Entertainment,T
6034,Wakeboarding Unleashed Featuring Shaun Murray,80,23,8.8,9,Shaba Games,E
6035,Mighty No. 9,52,64,3.5,282,Inti Creates,E10+
6036,Samurai Champloo: Sidetracked,66,26,7.2,6,Grasshopper Manufacture,T
6037,Medal of Honor: Airborne,78,38,7.3,204,Electronic Arts,T
6038,Men of War: Assault Squad,77,21,8.2,93,"THQ, 1C, 1C Company",T
6039,Rhapsody: A Musical Adventure,67,24,6.8,12,Nippon Ichi Software,E
6040,Dead Island Definitive Collection,67,10,4.9,18,Techland,M
6041,PAC-MAN and the Ghostly Adventures,58,9,6.5,16,"Namco Bandai Games, Monkey Bar Games",E10+
6042,Virtua Striker 2002,58,20,6,5,Amusement Vision,E
6043,UEFA Champions League 2006-2007,72,27,8.2,10,EA Canada,E
6044,F1 2015,61,13,3.6,63,Codemasters,E
6045,Aliens in the Attic,58,7,6,5,Engine Software,E10+
6046,Hunted: The Demon's Forge,61,21,6.6,127,InXile Entertainment,M
6047,Otogi 2: Immortal Warriors,79,43,8.3,12,From Software,T
6048,Legend of Kay,72,30,7.3,18,Neon Studios,E10+
6049,Lucha Libre AAA: Heroes del Ring,49,11,6.3,12,Immersion Software & Graphics,T
6050,Piglet's Big Game,70,4,8,5,Doki Denki,E
6051,Tom Clancy's HAWX 2,66,12,3.8,47,Ubisoft,T
6052,Fallout: Brotherhood of Steel,66,33,5.5,23,Interplay,M
6053,IndyCar Series,71,8,7.8,5,Codemasters,E
6054,Killing Floor 2 ,76,39,8,57,Tripwire Interactive,M
6055,Ferrari F355 Challenge,70,14,4.4,5,Sega AM2,E
6056,Mortal Kombat X,76,10,5.1,475,High Voltage Software,M
6057,Cities in Motion,70,20,7.7,105,Colossal Order,E
6058,Shifters,37,12,5.9,8,3DO,T
6059,Bladestorm: Nightmare,48,6,7.1,8,Omega Force,T
6060,TNA iMPACT: Cross the Line,50,6,6.5,4,Point of View,T
6061,Sacred 3,51,11,4.1,42,Deep Silver,M
6062,Venetica,61,17,6.8,51,Deck 13,T
6063,Operation Flashpoint: Dragon Rising,76,29,4.9,539,Codemasters,M
6064,Wasteland 2,77,13,7.1,56,InXile Entertainment,M
6065,MorphX,33,4,6.6,15,"Buka Entertainment, Targem Games",M
6066,Sigma Star Saga,68,34,8.2,6,WayForward,E10+
6067,FIFA Soccer 2004,82,4,7.9,9,Exient Entertainment,E
6068,Disney's Party,39,6,7.8,5,Neverland,E
6069,The Bureau: XCOM Declassified,66,45,6.5,621,2K Marin,M
6070,Nanostray 2,75,23,7.8,8,Shin'en,E
6071,Dokapon Journey,60,16,7,8,Suzak,E10+
6072,Metal Slug Anthology,78,26,7.4,25,Terminal Reality,T
6073,Back to the Future: The Game,66,7,4.1,9,Iron Galaxy Studios,T
6074,Phantom Crash,74,23,8.3,14,Genki,T
6075,Yanya Caballista: City Skater,58,13,6.3,7,Cave,E
6076,The Typing of the Dead,83,12,7.8,12,Smilebit,M
6077,Jenga World Tour,26,14,2.8,11,Atomic Planet Entertainment,E
6078,Tenchu: Dark Secret,37,10,5.1,7,From Software,T
6079,Shrek Super Party,40,6,7.3,7,Mass Media,E
6080,Second Sight,77,34,8.5,13,Free Radical Design,T
6081,Rave Master,60,15,6.3,4,Konami,T
6082,Bejeweled Twist,78,12,7.3,11,PopCap,E
6083,Steins;Gate 0,81,17,8.3,29,5pb,M
6084,Ivy the Kiwi?,69,20,6.3,4,Prope,E
6085,Hail to the Chimp,51,19,4.5,4,Wideload Games Inc.,T
6086,Alias,64,37,6,4,Acclaim Studios Cheltenham,T
6087,OutRun 2006: Coast 2 Coast,81,42,8.8,17,Sumo Digital,E
6088,Arx Fatalis,71,31,8.2,6,Arkane Studios,M
6089,Zumba Fitness Core,77,6,6.7,6,Zoe Mode,E10+
6090,Guilty Gear Dust Strikers,60,25,5.8,9,Arc System Works,T
6091,Dark Summit,68,16,4.5,4,Radical Entertainment,T
6092,Star Wars: Republic Commando,78,34,8.7,279,LucasArts,T
6093,The Lost Vikings,75,16,9.1,15,Mass Media,E
6094,Plants vs. Zombies,87,41,8.9,891,PopCap,E10+
6095,Secret Files: Tunguska,71,6,7.6,5,"10tacle Studios, Fusionsphere Systems",T
6096,Stretch Panic,65,14,7.8,4,Treasure,T
6097,PQ2: Practical Intelligence Quotient,74,19,7.8,6,Now Production,E
6098,Metroid Prime: Federation Force,64,56,5.1,219,"Next Level Games, Nintendo",T
6099,DiRT 2,89,22,8.2,352,Codemasters,T
6100,Payday 2,79,51,3.4,3558,Overkill Software,M
6101,Woody Woodpecker: Escape from Buzz Buzzard Park,64,5,7.4,5,EKO Software,E
6102,Furu Furu Park,43,16,4.8,5,"Taito Corporation, 505 Games",E10+
6103,Hatsune Miku: Project Diva X,78,22,7.4,41,Sega,T
6104,Whirl Tour,61,10,9,4,Papaya Studios,E
6105,Grand Ages: Medieval,63,11,5.4,52,Gaming Minds Studios,T
6106,Saints Row: Gat out of Hell,64,45,5.7,98,Volition Inc.,M
6107,Stunt GP,49,8,8.1,9,Team 17,E
6108,Plants vs. Zombies: Garden Warfare 2,82,6,7.5,44,PopCap,E10+
6109,Singularity,76,36,7.7,326,Raven Software,M
6110,NASCAR Heat Evolution,66,8,3.8,18,Dusenberry Martin Racing,E
6111,Ms Saga: A New Dawn,65,27,8.6,15,Bandai,E10+
6112,Child of Light,82,46,8,451,Ubisoft Montreal,E10+
6113,GrimGrimoire,79,39,7.9,17,Vanilla Ware,E10+
6114,Deadliest Catch: Alaskan Storm,56,14,5.9,15,Liquid Dragon Studios,T
6115,Crime Life: Gang Wars,30,19,3.4,9,Hothouse Creations,M
6116,Rugby 2005,75,20,7.7,11,HB Studios Multimedia,E
6117,"Warhammer 40,000: Dawn of War",86,51,8.8,295,Relic,M
6118,Rock 'N Roll Racing,80,12,9.4,5,Mass Media,E
6119,Silhouette Mirage,69,8,7.5,4,Treasure,E
6120,Dynasty Warriors Vol. 2,57,28,8.1,8,Omega Force,T
6121,Freelancer,85,39,9,185,Digital Anvil,T
6122,LEGO Indiana Jones 2: The Adventure Continues,66,13,8,19,Traveller's Tales,E10+
6123,Rugby 06,70,6,7.8,27,EA Canada,E
6124,Fatal Frame II: Crimson Butterfly Director's Cut,84,37,8.3,16,Tecmo,M
6125,2002 FIFA World Cup,78,9,7.7,6,EA Sports,E
6126,The Lord of the Rings: The Battle for Middle-Earth II,79,50,7.5,83,EA LA,T
6127,Need for Speed Carbon,78,17,7.2,249,Black Box,E10+
6128,Colin McRae Rally 2005,83,35,7.5,6,Codemasters,E
6129,Saiyuki: Journey West,73,9,7.1,9,Koei,E
6130,Empire Earth,81,23,8.2,126,Stainless Steel Studios,T
6131,DuckTales: Remastered,75,31,7.4,135,WayForward,E
6132,Worms Reloaded,79,28,6.8,185,Team 17,E10+
6133,StarCraft,88,15,9.1,813,Blizzard Entertainment,T
6134,World Championship Pool 2004,60,4,6.7,6,Blade Interactive,E
6135,B-Boy,50,11,7.8,6,FreeStyleGames,T
6136,Kakuto Chojin,46,26,7.2,17,DreamFactory,T
6137,Need for Speed Underground,82,24,8.3,307,Black Box,E
6138,Moon,71,45,7.4,21,Renegade Kid,T
6139,Snoopy vs the Red Baron,76,7,7.8,4,Smart Bomb Interactive,E10+
6140,Virtua Tennis 3,79,17,7.7,13,Sumo Digital,E
6141,Raze's Hell,71,37,8.1,8,Artech Studios,M
6142,Far Cry,89,72,8.1,724,Crytek,M
6143,Hoshigami: Ruining Blue Earth,62,9,8.7,26,Max Five,E
6144,NightCaster II: Equinox,46,12,7,4,Jaleco Entertainment,T
6145,Ship Simulator Extremes,49,5,6.2,27,VSTEP,E
6146,Time Crisis: Project Titan,71,13,6.7,6,Flying Tiger Development,T
6147,Ys: The Ark of Napishtim,64,29,7.3,13,Konami Software Shanghai,E10+
6148,Pro Evolution Soccer 2017,87,12,6.1,84,Konami,E
6149,FIFA Soccer 10,72,14,3.8,59,EA Sports,E
6150,Tom Clancy's Rainbow Six: Lockdown,72,8,7.8,5,"Red Storm Entertainment, Ubisoft Montreal",M
6151,The Sims,92,38,7.9,451,Maxis,T
6152,FIFA Manager 12,72,11,3.9,24,Bright Future GmbH,E
6153,Gitaroo Man,82,21,8.7,25,Koei/Inis,E
6154,Cabela's Trophy Bucks,39,4,3,4,FUN Labs,T
6155,XCOM 2,87,17,8.1,40,Firaxis Games,T
6156,Yaiba: Ninja Gaiden Z,50,20,5.3,43,"Spark Unlimited, comcept",M
6157,Rock of the Dead,48,7,4.8,4,Epicenter Studios,T
6158,Code Lyoko,63,11,6.8,13,DC Studios,E10+
6159,Pool Party,32,13,0.7,6,SouthPeak Games,E
6160,Rapala Fishing Frenzy 2009,41,5,7.2,6,FUN Labs,E
6161,Company of Heroes,93,55,8.8,1128,Relic,M
6162,Wonder World Amusement Park,37,9,4.5,4,Coyote Console,E
6163,Ride 2,71,19,8,12,Milestone S.r.l,E
6164,Wing Island,47,32,4.9,8,CAProduction,E
6165,Silent Hunter: Wolves of the Pacific,79,22,6.9,40,Ubisoft Romania,T
6166,Wrath Unleashed,69,32,7,4,Double Helix Games,T
6167,March of the Penguins,34,8,1.7,6,SkyRiver Studios,E
6168,Double Dragon Advance,75,21,8.4,5,Million,T
6169,The Bible Game,60,6,2.7,13,Crave,E
6170,Bubble Bobble Revolution,38,19,6.2,6,Taito Corporation,E
6171,Yager,70,19,9.3,9,Yager,T
6172,Root Letter,78,6,7.8,6,Kadokawa,M
6173,Futurama,58,21,6.9,14,UDS,T
6174,Supreme Commander,86,44,8.3,263,Gas Powered Games,E10+
6175,Pool Hall Pro,62,5,5.3,4,Icon Games,E
6176,Wolfenstein,74,41,7.3,261,"id Software, Raven Software",M
6177,Microsoft Train Simulator,84,16,8.4,21,Kuju Entertainment,E
6178,Resident Evil 6,63,12,6.3,34,Capcom,M
6179,Assassin's Creed: Altair's Chronicles,58,30,6.3,30,Gameloft,T
6180,Bad Boys: Miami Takedown,35,11,2,9,Blitz Games,M
6181,Fantastic Four: Rise of the Silver Surfer,39,16,5.9,15,7 Studios,T
6182,Pony Friends,67,8,6.6,12,Tantalus Interactive,E
6183,Art of Fighting Anthology,60,19,7,4,SNK Playmore,T
6184,S̩bastien Loeb Rally Evo,71,28,8.1,73,Milestone S.r.l,E
6185,Lux-Pain,48,33,6.2,18,Killaware,T
6186,Guilty Gear XX Accent Core,77,9,8.3,16,Arc System Works,T
6187,Mafia,88,27,9.1,863,Illusion Softworks,M
6188,Disney's Donald Duck: Goin' Quackers,61,7,3,4,Ubisoft Montreal,E
6189,Operation Flashpoint: Elite,64,24,8.3,27,Bohemia Interactive,T
6190,Fantastic Four: Rise of the Silver Surfer,35,8,4.8,13,7 Studios,E10+
6191,Virtua Tennis 3,80,34,6.8,26,Sumo Digital,E
6192,Front Mission,72,19,8.9,9,Square Enix,E10+
6193,Tropico 3,79,48,8.1,184,Haemimont,T
6194,Boktai 2: Solar Boy Django,78,20,8.5,11,KCEJ,T
6195,Life is Strange,83,15,8.6,1620,DONTNOD Entertainment,M
6196,Battlezone,66,39,7,31,Rebellion,T
6197,Pro Evolution Soccer 2016,76,12,4.3,286,Konami,E
6198,The Dark Spire,69,23,7.7,21,Success,E10+
6199,Teenage Mutant Ninja Turtles: Mutants in Manhattan,55,14,6,38,PlatinumGames,T
6200,Runaway: A Twist of Fate,79,15,8.2,40,Pendulo Studios,T
6201,FlatOut 2,73,38,7.3,8,Bugbear,T
6202,Rogue Trooper,71,37,8.2,9,Rebellion,T
6203,Backyard Baseball '09,37,4,7.8,5,Humongous Entertainment,E
6204,Tom Clancy's HAWX,70,23,7.3,125,Ubisoft Romania,T
6205,Enemy Front,35,8,5.8,78,CI Games,M
6206,Shantae and the Pirate's Curse,82,18,8.5,86,WayForward,E10+
6207,Dai Senryaku VII: Modern Military Tactics,74,11,8.8,6,SystemSoft,E
6208,Castle of Shikigami III,67,9,7.6,9,Alfa System,T
6209,Nobunaga's Ambition: Sphere of Influence,80,20,8.1,46,Koei Tecmo Games,T
6210,FIFA Street 2,43,5,7.5,4,Exient Entertainment,E
6211,City Life: World Edition,75,7,8.2,9,Monte Cristo Multimedia,E
6212,Corpse Party: Book of Shadows,67,23,8.2,50,5pb,M
6213,WarTech: Senko no Ronde,60,33,6.1,7,G.Rev,T
6214,IL-2 Sturmovik: 1946,86,9,8.8,115,1C: Maddox Games,T
6215,Red Ninja: End of Honor,47,17,5,7,Opus,M
6216,Praetorians,78,23,8.2,38,Pyro Studios,T
6217,Smash Court Tennis 3,68,30,6.3,4,"Namco Bandai Games America, Namco Bandai Games",E
6218,LEGO Friends,43,4,8.3,4,Hellbent Games,E
6219,SPRay,42,16,4.5,6,EKO Software,E10+
6220,Outlaw Tennis,66,45,7.7,6,Hypnotix,M
6221,Brothers: A Tale of Two Sons,81,6,8.9,26,Starbreeze,T
6222,Attack of the Movies 3D,38,8,1.7,10,Panic Button,T
6223,Secret Files: Tunguska,66,26,7.4,38,Fusionsphere Systems,T
6224,NASCAR 07,72,26,7,4,EA Tiburon,E
6225,Dance Dance Revolution Disney Mix,74,7,8.3,13,Konami,E
6226,Nitroplus Blasterz: Heroines Infinite Duel,70,33,6.9,28,"Examu, Marvelous Inc.",T
6227,Thrillville: Off the Rails,59,6,6.2,5,DC Studios,E
6228,Bloody Roar Extreme,61,22,8.6,9,Eighting/Raizing,T
6229,Split/Second,79,18,8.2,116,Black Rock Studio,E10+
6230,Resident Evil 6,69,18,5.9,868,"Capcom, QLOC",M
6231,Dead Head Fred,75,30,7.3,23,Vicious Cycle,M
6232,Ride to Hell,13,4,1,218,"Eutechnyx, Deep Silver",M
6233,Need for Speed: ProStreet,70,18,5.9,163,EA Games,E10+
6234,Digimon Rumble Arena 2,71,5,8.1,7,Black Ship Games,T
6235,Gravity Falls: Legend of the Gnome Gemulets,46,4,5.8,10,Ubisoft Osaka,E
6236,Rodea the Sky Soldier,45,7,5.6,37,"Prope, Kadokawa",E10+
6237,Hellboy: The Science of Evil,42,14,7.1,13,Krome Studios,T
6238,The Sims Deluxe,92,6,8.2,77,Maxis,T
6239,LEGO Indiana Jones: The Original Adventures,78,14,7.7,35,Traveller's Tales,E10+
6240,The Sims 2: Pets,76,23,7.7,40,Maxis,T
6241,Deadliest Warrior: Ancient Combat,37,5,6.3,4,"Pipeworks Software, Inc.",M
6242,The Kore Gang,70,10,8.6,7,Snap Dragon Games,E10+
6243,Rugby Challenge 3,64,4,6.8,12,Wicked Witch Software,E
6244,Blood Bowl,72,34,6.5,57,Cyanide,T
6245,Port Royale 2,75,20,7.7,40,Ascaron Entertainment GmbH,T
6246,Star Trek: Shattered Universe,41,21,4,10,Starsphere Interactive,E
6247,Company of Heroes: Tales of Valor,70,42,7.2,204,Relic,M
6248,Guilty Gear XX Accent Core,75,15,8.4,19,Arc System Works,T
6249,WarJetz,59,9,5.5,4,3DO,T
6250,Devil May Cry 4,78,21,8.5,353,Capcom,M
6251,Barnyard,65,15,5.7,7,Blue Tongue Entertainment,E10+
6252,Test Drive: Ferrari Legends,62,19,4.9,22,"Atari, Slightly Mad Studios, Atari SA",E
6253,Heroes of Might and Magic V,77,41,7.9,349,Nival Interactive,T
6254,Metal Gear Solid: Digital Graphic Novel,78,22,7.2,21,Kojima Productions,M
6255,Aeon Flux,66,19,5.8,9,Terminal Reality,T
6256,Age of Mythology: The Titans,84,25,8.7,119,Ensemble Studios,T
6257,Psycho-Pass: Mandatory Happiness,72,26,8.3,19,5pb,T
6258,Virtua Tennis 4,66,5,7.3,43,Sega,E
6259,Shattered Union,66,17,6.9,7,PopTop Software,T
6260,Unchained Blades ,65,8,7.8,16,FuRyu,T
